6740_16_10406184,,
#,"Date Time, GMT-06:00","Temp,C (LGR S/N: 10406184, SEN S/N: 10406184)"
751,2016-11-01 12:30:00,6.535
752,2016-11-01 12:45:00,6.56
753,2016-11-01 13:00:00,6.585
754,2016-11-01 13:15:00,6.636
755,2016-11-01 13:30:00,6.661
756,2016-11-01 13:45:00,6.712
757,2016-11-01 14:00:00,6.763
758,2016-11-01 14:15:00,6.788
759,2016-11-01 14:30:00,6.839
760,2016-11-01 14:45:00,6.864
761,2016-11-01 15:00:00,6.914
762,2016-11-01 15:15:00,6.94
763,2016-11-01 15:30:00,7.015
764,2016-11-01 15:45:00,7.066
765,2016-11-01 16:00:00,7.116
766,2016-11-01 16:15:00,7.192
767,2016-11-01 16:30:00,7.192
768,2016-11-01 16:45:00,7.242
769,2016-11-01 17:00:00,7.268
770,2016-11-01 17:15:00,7.293
771,2016-11-01 17:30:00,7.318
772,2016-11-01 17:45:00,7.343
773,2016-11-01 18:00:00,7.343
774,2016-11-01 18:15:00,7.343
775,2016-11-01 18:30:00,7.368
776,2016-11-01 18:45:00,7.368
777,2016-11-01 19:00:00,7.368
778,2016-11-01 19:15:00,7.343
779,2016-11-01 19:30:00,7.343
780,2016-11-01 19:45:00,7.318
781,2016-11-01 20:00:00,7.293
782,2016-11-01 20:15:00,7.268
783,2016-11-01 20:30:00,7.242
784,2016-11-01 20:45:00,7.192
785,2016-11-01 21:00:00,7.167
786,2016-11-01 21:15:00,7.142
787,2016-11-01 21:30:00,7.091
788,2016-11-01 21:45:00,7.041
789,2016-11-01 22:00:00,7.015
790,2016-11-01 22:15:00,6.99
791,2016-11-01 22:30:00,6.965
792,2016-11-01 22:45:00,6.94
793,2016-11-01 23:00:00,6.889
794,2016-11-01 23:15:00,6.889
795,2016-11-01 23:30:00,6.839
796,2016-11-01 23:45:00,6.813
797,2016-11-02 00:00:00,6.763
798,2016-11-02 00:15:00,6.737
799,2016-11-02 00:30:00,6.737
800,2016-11-02 00:45:00,6.687
801,2016-11-02 01:00:00,6.661
802,2016-11-02 01:15:00,6.636
803,2016-11-02 01:30:00,6.585
804,2016-11-02 01:45:00,6.585
805,2016-11-02 02:00:00,6.535
806,2016-11-02 02:15:00,6.509
807,2016-11-02 02:30:00,6.484
808,2016-11-02 02:45:00,6.458
809,2016-11-02 03:00:00,6.433
810,2016-11-02 03:15:00,6.408
811,2016-11-02 03:30:00,6.382
812,2016-11-02 03:45:00,6.331
813,2016-11-02 04:00:00,6.331
814,2016-11-02 04:15:00,6.281
815,2016-11-02 04:30:00,6.255
816,2016-11-02 04:45:00,6.23
817,2016-11-02 05:00:00,6.204
818,2016-11-02 05:15:00,6.179
819,2016-11-02 05:30:00,6.179
820,2016-11-02 05:45:00,6.128
821,2016-11-02 06:00:00,6.102
822,2016-11-02 06:15:00,6.077
823,2016-11-02 06:30:00,6.077
824,2016-11-02 06:45:00,6.026
825,2016-11-02 07:00:00,6
826,2016-11-02 07:15:00,5.975
827,2016-11-02 07:30:00,5.949
828,2016-11-02 07:45:00,5.924
829,2016-11-02 08:00:00,5.898
830,2016-11-02 08:15:00,5.872
831,2016-11-02 08:30:00,5.847
832,2016-11-02 08:45:00,5.821
833,2016-11-02 09:00:00,5.796
834,2016-11-02 09:15:00,5.77
835,2016-11-02 09:30:00,5.745
836,2016-11-02 09:45:00,5.719
837,2016-11-02 10:00:00,5.693
838,2016-11-02 10:15:00,5.668
839,2016-11-02 10:30:00,5.642
840,2016-11-02 10:45:00,5.642
841,2016-11-02 11:00:00,5.616
842,2016-11-02 11:15:00,5.616
843,2016-11-02 11:30:00,5.616
844,2016-11-02 11:45:00,5.616
845,2016-11-02 12:00:00,5.616
846,2016-11-02 12:15:00,5.668
847,2016-11-02 12:30:00,5.693
848,2016-11-02 12:45:00,5.719
849,2016-11-02 13:00:00,5.719
850,2016-11-02 13:15:00,5.745
851,2016-11-02 13:30:00,5.77
852,2016-11-02 13:45:00,5.821
853,2016-11-02 14:00:00,5.847
854,2016-11-02 14:15:00,5.898
855,2016-11-02 14:30:00,5.949
856,2016-11-02 14:45:00,6.026
857,2016-11-02 15:00:00,6.077
858,2016-11-02 15:15:00,6.128
859,2016-11-02 15:30:00,6.179
860,2016-11-02 15:45:00,6.23
861,2016-11-02 16:00:00,6.306
862,2016-11-02 16:15:00,6.357
863,2016-11-02 16:30:00,6.408
864,2016-11-02 16:45:00,6.433
865,2016-11-02 17:00:00,6.484
866,2016-11-02 17:15:00,6.509
867,2016-11-02 17:30:00,6.535
868,2016-11-02 17:45:00,6.56
869,2016-11-02 18:00:00,6.585
870,2016-11-02 18:15:00,6.611
871,2016-11-02 18:30:00,6.611
872,2016-11-02 18:45:00,6.636
873,2016-11-02 19:00:00,6.636
874,2016-11-02 19:15:00,6.636
875,2016-11-02 19:30:00,6.636
876,2016-11-02 19:45:00,6.636
877,2016-11-02 20:00:00,6.611
878,2016-11-02 20:15:00,6.585
879,2016-11-02 20:30:00,6.535
880,2016-11-02 20:45:00,6.509
881,2016-11-02 21:00:00,6.484
882,2016-11-02 21:15:00,6.433
883,2016-11-02 21:30:00,6.433
884,2016-11-02 21:45:00,6.382
885,2016-11-02 22:00:00,6.357
886,2016-11-02 22:15:00,6.331
887,2016-11-02 22:30:00,6.306
888,2016-11-02 22:45:00,6.281
889,2016-11-02 23:00:00,6.23
890,2016-11-02 23:15:00,6.23
891,2016-11-02 23:30:00,6.204
892,2016-11-02 23:45:00,6.179
893,2016-11-03 00:00:00,6.153
894,2016-11-03 00:15:00,6.128
895,2016-11-03 00:30:00,6.102
896,2016-11-03 00:45:00,6.077
897,2016-11-03 01:00:00,6.077
898,2016-11-03 01:15:00,6.051
899,2016-11-03 01:30:00,6.051
900,2016-11-03 01:45:00,6.051
901,2016-11-03 02:00:00,6.026
902,2016-11-03 02:15:00,5.975
903,2016-11-03 02:30:00,5.924
904,2016-11-03 02:45:00,5.924
905,2016-11-03 03:00:00,5.898
906,2016-11-03 03:15:00,5.847
907,2016-11-03 03:30:00,5.821
908,2016-11-03 03:45:00,5.821
909,2016-11-03 04:00:00,5.77
910,2016-11-03 04:15:00,5.745
911,2016-11-03 04:30:00,5.719
912,2016-11-03 04:45:00,5.719
913,2016-11-03 05:00:00,5.693
914,2016-11-03 05:15:00,5.693
915,2016-11-03 05:30:00,5.668
916,2016-11-03 05:45:00,5.668
917,2016-11-03 06:00:00,5.642
918,2016-11-03 06:15:00,5.642
919,2016-11-03 06:30:00,5.616
920,2016-11-03 06:45:00,5.616
921,2016-11-03 07:00:00,5.616
922,2016-11-03 07:15:00,5.591
923,2016-11-03 07:30:00,5.591
924,2016-11-03 07:45:00,5.565
925,2016-11-03 08:00:00,5.539
926,2016-11-03 08:15:00,5.514
927,2016-11-03 08:30:00,5.514
928,2016-11-03 08:45:00,5.514
929,2016-11-03 09:00:00,5.488
930,2016-11-03 09:15:00,5.462
931,2016-11-03 09:30:00,5.462
932,2016-11-03 09:45:00,5.437
933,2016-11-03 10:00:00,5.437
934,2016-11-03 10:15:00,5.411
935,2016-11-03 10:30:00,5.411
936,2016-11-03 10:45:00,5.411
937,2016-11-03 11:00:00,5.411
938,2016-11-03 11:15:00,5.411
939,2016-11-03 11:30:00,5.411
940,2016-11-03 11:45:00,5.411
941,2016-11-03 12:00:00,5.437
942,2016-11-03 12:15:00,5.462
943,2016-11-03 12:30:00,5.488
944,2016-11-03 12:45:00,5.514
945,2016-11-03 13:00:00,5.565
946,2016-11-03 13:15:00,5.565
947,2016-11-03 13:30:00,5.616
948,2016-11-03 13:45:00,5.719
949,2016-11-03 14:00:00,5.719
950,2016-11-03 14:15:00,5.719
951,2016-11-03 14:30:00,5.719
952,2016-11-03 14:45:00,5.796
953,2016-11-03 15:00:00,5.872
954,2016-11-03 15:15:00,5.924
955,2016-11-03 15:30:00,5.949
956,2016-11-03 15:45:00,6
957,2016-11-03 16:00:00,6.051
958,2016-11-03 16:15:00,6.077
959,2016-11-03 16:30:00,6.128
960,2016-11-03 16:45:00,6.179
961,2016-11-03 17:00:00,6.23
962,2016-11-03 17:15:00,6.281
963,2016-11-03 17:30:00,6.331
964,2016-11-03 17:45:00,6.357
965,2016-11-03 18:00:00,6.382
966,2016-11-03 18:15:00,6.408
967,2016-11-03 18:30:00,6.433
968,2016-11-03 18:45:00,6.433
969,2016-11-03 19:00:00,6.458
970,2016-11-03 19:15:00,6.458
971,2016-11-03 19:30:00,6.484
972,2016-11-03 19:45:00,6.484
973,2016-11-03 20:00:00,6.458
974,2016-11-03 20:15:00,6.433
975,2016-11-03 20:30:00,6.433
976,2016-11-03 20:45:00,6.382
977,2016-11-03 21:00:00,6.331
978,2016-11-03 21:15:00,6.306
979,2016-11-03 21:30:00,6.281
980,2016-11-03 21:45:00,6.23
981,2016-11-03 22:00:00,6.204
982,2016-11-03 22:15:00,6.179
983,2016-11-03 22:30:00,6.153
984,2016-11-03 22:45:00,6.153
985,2016-11-03 23:00:00,6.102
986,2016-11-03 23:15:00,6.102
987,2016-11-03 23:30:00,6.077
988,2016-11-03 23:45:00,6.051
989,2016-11-04 00:00:00,6.051
990,2016-11-04 00:15:00,6.026
991,2016-11-04 00:30:00,6.026
992,2016-11-04 00:45:00,5.975
993,2016-11-04 01:00:00,5.949
994,2016-11-04 01:15:00,5.924
995,2016-11-04 01:30:00,5.924
996,2016-11-04 01:45:00,5.898
997,2016-11-04 02:00:00,5.872
998,2016-11-04 02:15:00,5.821
999,2016-11-04 02:30:00,5.796
1000,2016-11-04 02:45:00,5.77
1001,2016-11-04 03:00:00,5.719
1002,2016-11-04 03:15:00,5.719
1003,2016-11-04 03:30:00,5.693
1004,2016-11-04 03:45:00,5.668
1005,2016-11-04 04:00:00,5.668
1006,2016-11-04 04:15:00,5.642
1007,2016-11-04 04:30:00,5.668
1008,2016-11-04 04:45:00,5.642
1009,2016-11-04 05:00:00,5.616
1010,2016-11-04 05:15:00,5.616
1011,2016-11-04 05:30:00,5.616
1012,2016-11-04 05:45:00,5.616
1013,2016-11-04 06:00:00,5.616
1014,2016-11-04 06:15:00,5.591
1015,2016-11-04 06:30:00,5.591
1016,2016-11-04 06:45:00,5.591
1017,2016-11-04 07:00:00,5.565
1018,2016-11-04 07:15:00,5.565
1019,2016-11-04 07:30:00,5.539
1020,2016-11-04 07:45:00,5.539
1021,2016-11-04 08:00:00,5.539
1022,2016-11-04 08:15:00,5.514
1023,2016-11-04 08:30:00,5.488
1024,2016-11-04 08:45:00,5.488
1025,2016-11-04 09:00:00,5.488
1026,2016-11-04 09:15:00,5.488
1027,2016-11-04 09:30:00,5.462
1028,2016-11-04 09:45:00,5.462
1029,2016-11-04 10:00:00,5.462
1030,2016-11-04 10:15:00,5.462
1031,2016-11-04 10:30:00,5.437
1032,2016-11-04 10:45:00,5.462
1033,2016-11-04 11:00:00,5.488
1034,2016-11-04 11:15:00,5.488
1035,2016-11-04 11:30:00,5.488
1036,2016-11-04 11:45:00,5.514
1037,2016-11-04 12:00:00,5.514
1038,2016-11-04 12:15:00,5.565
1039,2016-11-04 12:30:00,5.616
1040,2016-11-04 12:45:00,5.616
1041,2016-11-04 13:00:00,5.642
1042,2016-11-04 13:15:00,5.642
1043,2016-11-04 13:30:00,5.668
1044,2016-11-04 13:45:00,5.719
1045,2016-11-04 14:00:00,5.745
1046,2016-11-04 14:15:00,5.77
1047,2016-11-04 14:30:00,5.796
1048,2016-11-04 14:45:00,5.847
1049,2016-11-04 15:00:00,5.924
1050,2016-11-04 15:15:00,5.975
1051,2016-11-04 15:30:00,6.051
1052,2016-11-04 15:45:00,6.102
1053,2016-11-04 16:00:00,6.179
1054,2016-11-04 16:15:00,6.23
1055,2016-11-04 16:30:00,6.281
1056,2016-11-04 16:45:00,6.331
1057,2016-11-04 17:00:00,6.408
1058,2016-11-04 17:15:00,6.433
1059,2016-11-04 17:30:00,6.509
1060,2016-11-04 17:45:00,6.535
1061,2016-11-04 18:00:00,6.56
1062,2016-11-04 18:15:00,6.585
1063,2016-11-04 18:30:00,6.636
1064,2016-11-04 18:45:00,6.661
1065,2016-11-04 19:00:00,6.687
1066,2016-11-04 19:15:00,6.712
1067,2016-11-04 19:30:00,6.737
1068,2016-11-04 19:45:00,6.712
1069,2016-11-04 20:00:00,6.712
1070,2016-11-04 20:15:00,6.687
1071,2016-11-04 20:30:00,6.661
1072,2016-11-04 20:45:00,6.636
1073,2016-11-04 21:00:00,6.585
1074,2016-11-04 21:15:00,6.585
1075,2016-11-04 21:30:00,6.535
1076,2016-11-04 21:45:00,6.509
1077,2016-11-04 22:00:00,6.484
1078,2016-11-04 22:15:00,6.484
1079,2016-11-04 22:30:00,6.458
1080,2016-11-04 22:45:00,6.458
1081,2016-11-04 23:00:00,6.433
1082,2016-11-04 23:15:00,6.433
1083,2016-11-04 23:30:00,6.408
1084,2016-11-04 23:45:00,6.382
1085,2016-11-05 00:00:00,6.382
1086,2016-11-05 00:15:00,6.357
1087,2016-11-05 00:30:00,6.357
1088,2016-11-05 00:45:00,6.331
1089,2016-11-05 01:00:00,6.306
1090,2016-11-05 01:15:00,6.281
1091,2016-11-05 01:30:00,6.255
1092,2016-11-05 01:45:00,6.255
1093,2016-11-05 02:00:00,6.23
1094,2016-11-05 02:15:00,6.204
1095,2016-11-05 02:30:00,6.179
1096,2016-11-05 02:45:00,6.153
1097,2016-11-05 03:00:00,6.128
1098,2016-11-05 03:15:00,6.102
1099,2016-11-05 03:30:00,6.102
1100,2016-11-05 03:45:00,6.077
1101,2016-11-05 04:00:00,6.051
1102,2016-11-05 04:15:00,6.051
1103,2016-11-05 04:30:00,6.026
1104,2016-11-05 04:45:00,6.026
1105,2016-11-05 05:00:00,6.026
1106,2016-11-05 05:15:00,6.026
1107,2016-11-05 05:30:00,6.026
1108,2016-11-05 05:45:00,6.026
1109,2016-11-05 06:00:00,6.026
1110,2016-11-05 06:15:00,6
1111,2016-11-05 06:30:00,6
1112,2016-11-05 06:45:00,6
1113,2016-11-05 07:00:00,5.975
1114,2016-11-05 07:15:00,5.975
1115,2016-11-05 07:30:00,5.949
1116,2016-11-05 07:45:00,5.949
1117,2016-11-05 08:00:00,5.924
1118,2016-11-05 08:15:00,5.924
1119,2016-11-05 08:30:00,5.898
1120,2016-11-05 08:45:00,5.898
1121,2016-11-05 09:00:00,5.872
1122,2016-11-05 09:15:00,5.872
1123,2016-11-05 09:30:00,5.872
1124,2016-11-05 09:45:00,5.847
1125,2016-11-05 10:00:00,5.847
1126,2016-11-05 10:15:00,5.847
1127,2016-11-05 10:30:00,5.847
1128,2016-11-05 10:45:00,5.847
1129,2016-11-05 11:00:00,5.847
1130,2016-11-05 11:15:00,5.847
1131,2016-11-05 11:30:00,5.847
1132,2016-11-05 11:45:00,5.847
1133,2016-11-05 12:00:00,5.872
1134,2016-11-05 12:15:00,5.924
1135,2016-11-05 12:30:00,5.949
1136,2016-11-05 12:45:00,6
1137,2016-11-05 13:00:00,6.026
1138,2016-11-05 13:15:00,6.026
1139,2016-11-05 13:30:00,6.051
1140,2016-11-05 13:45:00,6.051
1141,2016-11-05 14:00:00,6.077
1142,2016-11-05 14:15:00,6.102
1143,2016-11-05 14:30:00,6.153
1144,2016-11-05 14:45:00,6.204
1145,2016-11-05 15:00:00,6.255
1146,2016-11-05 15:15:00,6.306
1147,2016-11-05 15:30:00,6.357
1148,2016-11-05 15:45:00,6.433
1149,2016-11-05 16:00:00,6.458
1150,2016-11-05 16:15:00,6.484
1151,2016-11-05 16:30:00,6.535
1152,2016-11-05 16:45:00,6.585
1153,2016-11-05 17:00:00,6.636
1154,2016-11-05 17:15:00,6.687
1155,2016-11-05 17:30:00,6.737
1156,2016-11-05 17:45:00,6.763
1157,2016-11-05 18:00:00,6.788
1158,2016-11-05 18:15:00,6.839
1159,2016-11-05 18:30:00,6.839
1160,2016-11-05 18:45:00,6.864
1161,2016-11-05 19:00:00,6.889
1162,2016-11-05 19:15:00,6.914
1163,2016-11-05 19:30:00,6.94
1164,2016-11-05 19:45:00,6.94
1165,2016-11-05 20:00:00,6.94
1166,2016-11-05 20:15:00,6.914
1167,2016-11-05 20:30:00,6.889
1168,2016-11-05 20:45:00,6.864
1169,2016-11-05 21:00:00,6.839
1170,2016-11-05 21:15:00,6.813
1171,2016-11-05 21:30:00,6.788
1172,2016-11-05 21:45:00,6.737
1173,2016-11-05 22:00:00,6.712
1174,2016-11-05 22:15:00,6.687
1175,2016-11-05 22:30:00,6.661
1176,2016-11-05 22:45:00,6.636
1177,2016-11-05 23:00:00,6.611
1178,2016-11-05 23:15:00,6.56
1179,2016-11-05 23:30:00,6.535
1180,2016-11-05 23:45:00,6.509
1181,2016-11-06 00:00:00,6.484
1182,2016-11-06 00:15:00,6.458
1183,2016-11-06 00:30:00,6.458
1184,2016-11-06 00:45:00,6.433
1185,2016-11-06 01:00:00,6.433
1186,2016-11-06 01:15:00,6.433
1187,2016-11-06 01:30:00,6.382
1188,2016-11-06 01:45:00,6.357
1189,2016-11-06 02:00:00,6.357
1190,2016-11-06 02:15:00,6.331
1191,2016-11-06 02:30:00,6.331
1192,2016-11-06 02:45:00,6.281
1193,2016-11-06 03:00:00,6.281
1194,2016-11-06 03:15:00,6.255
1195,2016-11-06 03:30:00,6.255
1196,2016-11-06 03:45:00,6.23
1197,2016-11-06 04:00:00,6.23
1198,2016-11-06 04:15:00,6.204
1199,2016-11-06 04:30:00,6.204
1200,2016-11-06 04:45:00,6.179
1201,2016-11-06 05:00:00,6.179
1202,2016-11-06 05:15:00,6.153
1203,2016-11-06 05:30:00,6.153
1204,2016-11-06 05:45:00,6.128
1205,2016-11-06 06:00:00,6.128
1206,2016-11-06 06:15:00,6.128
1207,2016-11-06 06:30:00,6.102
1208,2016-11-06 06:45:00,6.077
1209,2016-11-06 07:00:00,6.077
1210,2016-11-06 07:15:00,6.077
1211,2016-11-06 07:30:00,6.077
1212,2016-11-06 07:45:00,6.051
1213,2016-11-06 08:00:00,6.026
1214,2016-11-06 08:15:00,6.026
1215,2016-11-06 08:30:00,6.026
1216,2016-11-06 08:45:00,6.026
1217,2016-11-06 09:00:00,6
1218,2016-11-06 09:15:00,6
1219,2016-11-06 09:30:00,5.975
1220,2016-11-06 09:45:00,5.975
1221,2016-11-06 10:00:00,5.975
1222,2016-11-06 10:15:00,5.975
1223,2016-11-06 10:30:00,5.975
1224,2016-11-06 10:45:00,5.975
1225,2016-11-06 11:00:00,6
1226,2016-11-06 11:15:00,6
1227,2016-11-06 11:30:00,6
1228,2016-11-06 11:45:00,6
1229,2016-11-06 12:00:00,6.026
1230,2016-11-06 12:15:00,6.077
1231,2016-11-06 12:30:00,6.102
1232,2016-11-06 12:45:00,6.153
1233,2016-11-06 13:00:00,6.179
1234,2016-11-06 13:15:00,6.204
1235,2016-11-06 13:30:00,6.23
1236,2016-11-06 13:45:00,6.23
1237,2016-11-06 14:00:00,6.255
1238,2016-11-06 14:15:00,6.331
1239,2016-11-06 14:30:00,6.357
1240,2016-11-06 14:45:00,6.433
1241,2016-11-06 15:00:00,6.458
1242,2016-11-06 15:15:00,6.535
1243,2016-11-06 15:30:00,6.585
1244,2016-11-06 15:45:00,6.661
1245,2016-11-06 16:00:00,6.687
1246,2016-11-06 16:15:00,6.737
1247,2016-11-06 16:30:00,6.788
1248,2016-11-06 16:45:00,6.839
1249,2016-11-06 17:00:00,6.889
1250,2016-11-06 17:15:00,6.94
1251,2016-11-06 17:30:00,6.99
1252,2016-11-06 17:45:00,7.066
1253,2016-11-06 18:00:00,7.091
1254,2016-11-06 18:15:00,7.142
1255,2016-11-06 18:30:00,7.167
1256,2016-11-06 18:45:00,7.192
1257,2016-11-06 19:00:00,7.217
1258,2016-11-06 19:15:00,7.242
1259,2016-11-06 19:30:00,7.242
1260,2016-11-06 19:45:00,7.242
1261,2016-11-06 20:00:00,7.242
1262,2016-11-06 20:15:00,7.192
1263,2016-11-06 20:30:00,7.192
1264,2016-11-06 20:45:00,7.167
1265,2016-11-06 21:00:00,7.142
1266,2016-11-06 21:15:00,7.142
1267,2016-11-06 21:30:00,7.091
1268,2016-11-06 21:45:00,7.091
1269,2016-11-06 22:00:00,7.066
1270,2016-11-06 22:15:00,7.041
1271,2016-11-06 22:30:00,7.015
1272,2016-11-06 22:45:00,6.99
1273,2016-11-06 23:00:00,6.965
1274,2016-11-06 23:15:00,6.94
1275,2016-11-06 23:30:00,6.94
1276,2016-11-06 23:45:00,6.889
1277,2016-11-07 00:00:00,6.889
1278,2016-11-07 00:15:00,6.864
1279,2016-11-07 00:30:00,6.839
1280,2016-11-07 00:45:00,6.813
1281,2016-11-07 01:00:00,6.788
1282,2016-11-07 01:15:00,6.763
1283,2016-11-07 01:30:00,6.737
1284,2016-11-07 01:45:00,6.737
1285,2016-11-07 02:00:00,6.712
1286,2016-11-07 02:15:00,6.687
1287,2016-11-07 02:30:00,6.661
1288,2016-11-07 02:45:00,6.636
1289,2016-11-07 03:00:00,6.611
1290,2016-11-07 03:15:00,6.585
1291,2016-11-07 03:30:00,6.56
1292,2016-11-07 03:45:00,6.535
1293,2016-11-07 04:00:00,6.509
1294,2016-11-07 04:15:00,6.484
1295,2016-11-07 04:30:00,6.458
1296,2016-11-07 04:45:00,6.433
1297,2016-11-07 05:00:00,6.408
1298,2016-11-07 05:15:00,6.382
1299,2016-11-07 05:30:00,6.357
1300,2016-11-07 05:45:00,6.331
1301,2016-11-07 06:00:00,6.331
1302,2016-11-07 06:15:00,6.306
1303,2016-11-07 06:30:00,6.281
1304,2016-11-07 06:45:00,6.255
1305,2016-11-07 07:00:00,6.255
1306,2016-11-07 07:15:00,6.23
1307,2016-11-07 07:30:00,6.23
1308,2016-11-07 07:45:00,6.204
1309,2016-11-07 08:00:00,6.179
1310,2016-11-07 08:15:00,6.153
1311,2016-11-07 08:30:00,6.153
1312,2016-11-07 08:45:00,6.128
1313,2016-11-07 09:00:00,6.128
1314,2016-11-07 09:15:00,6.102
1315,2016-11-07 09:30:00,6.077
1316,2016-11-07 09:45:00,6.077
1317,2016-11-07 10:00:00,6.077
1318,2016-11-07 10:15:00,6.051
1319,2016-11-07 10:30:00,6.051
1320,2016-11-07 10:45:00,6.051
1321,2016-11-07 11:00:00,6.051
1322,2016-11-07 11:15:00,6.051
1323,2016-11-07 11:30:00,6.051
1324,2016-11-07 11:45:00,6.051
1325,2016-11-07 12:00:00,6.077
1326,2016-11-07 12:15:00,6.077
1327,2016-11-07 12:30:00,6.128
1328,2016-11-07 12:45:00,6.153
1329,2016-11-07 13:00:00,6.179
1330,2016-11-07 13:15:00,6.179
1331,2016-11-07 13:30:00,6.204
1332,2016-11-07 13:45:00,6.23
1333,2016-11-07 14:00:00,6.23
1334,2016-11-07 14:15:00,6.255
1335,2016-11-07 14:30:00,6.281
1336,2016-11-07 14:45:00,6.331
1337,2016-11-07 15:00:00,6.357
1338,2016-11-07 15:15:00,6.433
1339,2016-11-07 15:30:00,6.458
1340,2016-11-07 15:45:00,6.509
1341,2016-11-07 16:00:00,6.56
1342,2016-11-07 16:15:00,6.585
1343,2016-11-07 16:30:00,6.611
1344,2016-11-07 16:45:00,6.636
1345,2016-11-07 17:00:00,6.687
1346,2016-11-07 17:15:00,6.712
1347,2016-11-07 17:30:00,6.737
1348,2016-11-07 17:45:00,6.763
1349,2016-11-07 18:00:00,6.813
1350,2016-11-07 18:15:00,6.839
1351,2016-11-07 18:30:00,6.864
1352,2016-11-07 18:45:00,6.889
1353,2016-11-07 19:00:00,6.914
1354,2016-11-07 19:15:00,6.94
1355,2016-11-07 19:30:00,6.94
1356,2016-11-07 19:45:00,6.94
1357,2016-11-07 20:00:00,6.94
1358,2016-11-07 20:15:00,6.914
1359,2016-11-07 20:30:00,6.914
1360,2016-11-07 20:45:00,6.889
1361,2016-11-07 21:00:00,6.864
1362,2016-11-07 21:15:00,6.839
1363,2016-11-07 21:30:00,6.788
1364,2016-11-07 21:45:00,6.763
1365,2016-11-07 22:00:00,6.737
1366,2016-11-07 22:15:00,6.712
1367,2016-11-07 22:30:00,6.687
1368,2016-11-07 22:45:00,6.661
1369,2016-11-07 23:00:00,6.636
1370,2016-11-07 23:15:00,6.611
1371,2016-11-07 23:30:00,6.585
1372,2016-11-07 23:45:00,6.585
1373,2016-11-08 00:00:00,6.56
1374,2016-11-08 00:15:00,6.535
1375,2016-11-08 00:30:00,6.509
1376,2016-11-08 00:45:00,6.509
1377,2016-11-08 01:00:00,6.484
1378,2016-11-08 01:15:00,6.458
1379,2016-11-08 01:30:00,6.458
1380,2016-11-08 01:45:00,6.433
1381,2016-11-08 02:00:00,6.433
1382,2016-11-08 02:15:00,6.382
1383,2016-11-08 02:30:00,6.382
1384,2016-11-08 02:45:00,6.357
1385,2016-11-08 03:00:00,6.331
1386,2016-11-08 03:15:00,6.306
1387,2016-11-08 03:30:00,6.281
1388,2016-11-08 03:45:00,6.23
1389,2016-11-08 04:00:00,6.23
1390,2016-11-08 04:15:00,6.204
1391,2016-11-08 04:30:00,6.179
1392,2016-11-08 04:45:00,6.153
1393,2016-11-08 05:00:00,6.153
1394,2016-11-08 05:15:00,6.128
1395,2016-11-08 05:30:00,6.128
1396,2016-11-08 05:45:00,6.102
1397,2016-11-08 06:00:00,6.102
1398,2016-11-08 06:15:00,6.102
1399,2016-11-08 06:30:00,6.077
1400,2016-11-08 06:45:00,6.077
1401,2016-11-08 07:00:00,6.077
1402,2016-11-08 07:15:00,6.077
1403,2016-11-08 07:30:00,6.051
1404,2016-11-08 07:45:00,6.051
1405,2016-11-08 08:00:00,6.026
1406,2016-11-08 08:15:00,6.026
1407,2016-11-08 08:30:00,6.026
1408,2016-11-08 08:45:00,6
1409,2016-11-08 09:00:00,5.975
1410,2016-11-08 09:15:00,5.975
1411,2016-11-08 09:30:00,5.975
1412,2016-11-08 09:45:00,5.949
1413,2016-11-08 10:00:00,5.949
1414,2016-11-08 10:15:00,5.924
1415,2016-11-08 10:30:00,5.949
1416,2016-11-08 10:45:00,5.949
1417,2016-11-08 11:00:00,5.949
1418,2016-11-08 11:15:00,5.949
1419,2016-11-08 11:30:00,5.949
1420,2016-11-08 11:45:00,5.949
1421,2016-11-08 12:00:00,5.975
1422,2016-11-08 12:15:00,6
1423,2016-11-08 12:30:00,6.051
1424,2016-11-08 12:45:00,6.077
1425,2016-11-08 13:00:00,6.102
1426,2016-11-08 13:15:00,6.128
1427,2016-11-08 13:30:00,6.128
1428,2016-11-08 13:45:00,6.153
1429,2016-11-08 14:00:00,6.179
1430,2016-11-08 14:15:00,6.204
1431,2016-11-08 14:30:00,6.23
1432,2016-11-08 14:45:00,6.255
1433,2016-11-08 15:00:00,6.306
1434,2016-11-08 15:15:00,6.357
1435,2016-11-08 15:30:00,6.382
1436,2016-11-08 15:45:00,6.433
1437,2016-11-08 16:00:00,6.484
1438,2016-11-08 16:15:00,6.484
1439,2016-11-08 16:30:00,6.535
1440,2016-11-08 16:45:00,6.56
1441,2016-11-08 17:00:00,6.585
1442,2016-11-08 17:15:00,6.636
1443,2016-11-08 17:30:00,6.661
1444,2016-11-08 17:45:00,6.687
1445,2016-11-08 18:00:00,6.737
1446,2016-11-08 18:15:00,6.763
1447,2016-11-08 18:30:00,6.788
1448,2016-11-08 18:45:00,6.839
1449,2016-11-08 19:00:00,6.864
1450,2016-11-08 19:15:00,6.889
1451,2016-11-08 19:30:00,6.889
1452,2016-11-08 19:45:00,6.914
1453,2016-11-08 20:00:00,6.914
1454,2016-11-08 20:15:00,6.914
1455,2016-11-08 20:30:00,6.889
1456,2016-11-08 20:45:00,6.889
1457,2016-11-08 21:00:00,6.864
1458,2016-11-08 21:15:00,6.839
1459,2016-11-08 21:30:00,6.813
1460,2016-11-08 21:45:00,6.788
