6740_16_1095938,,
#,"Date Time, GMT-06:00","Temp, C (LGR S/N: 1095938, SEN S/N: 1095938, LBL: 2016)"
754,2016-11-01 13:15:00,6.382
755,2016-11-01 13:30:00,6.408
756,2016-11-01 13:45:00,6.433
757,2016-11-01 14:00:00,6.433
758,2016-11-01 14:15:00,6.484
759,2016-11-01 14:30:00,6.509
760,2016-11-01 14:45:00,6.535
761,2016-11-01 15:00:00,6.56
762,2016-11-01 15:15:00,6.585
763,2016-11-01 15:30:00,6.636
764,2016-11-01 15:45:00,6.636
765,2016-11-01 16:00:00,6.661
766,2016-11-01 16:15:00,6.687
767,2016-11-01 16:30:00,6.737
768,2016-11-01 16:45:00,6.763
769,2016-11-01 17:00:00,6.763
770,2016-11-01 17:15:00,6.788
771,2016-11-01 17:30:00,6.788
772,2016-11-01 17:45:00,6.813
773,2016-11-01 18:00:00,6.813
774,2016-11-01 18:15:00,6.813
775,2016-11-01 18:30:00,6.839
776,2016-11-01 18:45:00,6.839
777,2016-11-01 19:00:00,6.839
778,2016-11-01 19:15:00,6.839
779,2016-11-01 19:30:00,6.839
780,2016-11-01 19:45:00,6.864
781,2016-11-01 20:00:00,6.864
782,2016-11-01 20:15:00,6.864
783,2016-11-01 20:30:00,6.864
784,2016-11-01 20:45:00,6.864
785,2016-11-01 21:00:00,6.864
786,2016-11-01 21:15:00,6.839
787,2016-11-01 21:30:00,6.864
788,2016-11-01 21:45:00,6.839
789,2016-11-01 22:00:00,6.839
790,2016-11-01 22:15:00,6.813
791,2016-11-01 22:30:00,6.788
792,2016-11-01 22:45:00,6.788
793,2016-11-01 23:00:00,6.763
794,2016-11-01 23:15:00,6.763
795,2016-11-01 23:30:00,6.737
796,2016-11-01 23:45:00,6.737
797,2016-11-02 00:00:00,6.712
798,2016-11-02 00:15:00,6.687
799,2016-11-02 00:30:00,6.661
800,2016-11-02 00:45:00,6.661
801,2016-11-02 01:00:00,6.636
802,2016-11-02 01:15:00,6.585
803,2016-11-02 01:30:00,6.56
804,2016-11-02 01:45:00,6.535
805,2016-11-02 02:00:00,6.509
806,2016-11-02 02:15:00,6.484
807,2016-11-02 02:30:00,6.458
808,2016-11-02 02:45:00,6.433
809,2016-11-02 03:00:00,6.408
810,2016-11-02 03:15:00,6.357
811,2016-11-02 03:30:00,6.331
812,2016-11-02 03:45:00,6.306
813,2016-11-02 04:00:00,6.255
814,2016-11-02 04:15:00,6.23
815,2016-11-02 04:30:00,6.23
816,2016-11-02 04:45:00,6.179
817,2016-11-02 05:00:00,6.153
818,2016-11-02 05:15:00,6.128
819,2016-11-02 05:30:00,6.077
820,2016-11-02 05:45:00,6.026
821,2016-11-02 06:00:00,6.026
822,2016-11-02 06:15:00,5.975
823,2016-11-02 06:30:00,5.949
824,2016-11-02 06:45:00,5.924
825,2016-11-02 07:00:00,5.872
826,2016-11-02 07:15:00,5.847
827,2016-11-02 07:30:00,5.821
828,2016-11-02 07:45:00,5.796
829,2016-11-02 08:00:00,5.77
830,2016-11-02 08:15:00,5.719
831,2016-11-02 08:30:00,5.693
832,2016-11-02 08:45:00,5.668
833,2016-11-02 09:00:00,5.642
834,2016-11-02 09:15:00,5.616
835,2016-11-02 09:30:00,5.616
836,2016-11-02 09:45:00,5.565
837,2016-11-02 10:00:00,5.539
838,2016-11-02 10:15:00,5.539
839,2016-11-02 10:30:00,5.514
840,2016-11-02 10:45:00,5.539
841,2016-11-02 11:00:00,5.539
842,2016-11-02 11:15:00,5.565
843,2016-11-02 11:30:00,5.591
844,2016-11-02 11:45:00,5.616
845,2016-11-02 12:00:00,5.616
846,2016-11-02 12:15:00,5.642
847,2016-11-02 12:30:00,5.668
848,2016-11-02 12:45:00,5.719
849,2016-11-02 13:00:00,5.745
850,2016-11-02 13:15:00,5.796
851,2016-11-02 13:30:00,5.821
852,2016-11-02 13:45:00,5.821
853,2016-11-02 14:00:00,5.872
854,2016-11-02 14:15:00,5.898
855,2016-11-02 14:30:00,5.975
856,2016-11-02 14:45:00,6.026
857,2016-11-02 15:00:00,6.077
858,2016-11-02 15:15:00,6.077
859,2016-11-02 15:30:00,6.128
860,2016-11-02 15:45:00,6.153
861,2016-11-02 16:00:00,6.153
862,2016-11-02 16:15:00,6.204
863,2016-11-02 16:30:00,6.179
864,2016-11-02 16:45:00,6.179
865,2016-11-02 17:00:00,6.179
866,2016-11-02 17:15:00,6.179
867,2016-11-02 17:30:00,6.179
868,2016-11-02 17:45:00,6.179
869,2016-11-02 18:00:00,6.179
870,2016-11-02 18:15:00,6.179
871,2016-11-02 18:30:00,6.179
872,2016-11-02 18:45:00,6.179
873,2016-11-02 19:00:00,6.179
874,2016-11-02 19:15:00,6.153
875,2016-11-02 19:30:00,6.153
876,2016-11-02 19:45:00,6.128
877,2016-11-02 20:00:00,6.153
878,2016-11-02 20:15:00,6.128
879,2016-11-02 20:30:00,6.128
880,2016-11-02 20:45:00,6.128
881,2016-11-02 21:00:00,6.102
882,2016-11-02 21:15:00,6.102
883,2016-11-02 21:30:00,6.077
884,2016-11-02 21:45:00,6.077
885,2016-11-02 22:00:00,6.077
886,2016-11-02 22:15:00,6.077
887,2016-11-02 22:30:00,6.051
888,2016-11-02 22:45:00,6.051
889,2016-11-02 23:00:00,6.077
890,2016-11-02 23:15:00,6.077
891,2016-11-02 23:30:00,6.077
892,2016-11-02 23:45:00,6.051
893,2016-11-03 00:00:00,6.026
894,2016-11-03 00:15:00,6
895,2016-11-03 00:30:00,5.975
896,2016-11-03 00:45:00,5.949
897,2016-11-03 01:00:00,5.924
898,2016-11-03 01:15:00,5.924
899,2016-11-03 01:30:00,5.898
900,2016-11-03 01:45:00,5.847
901,2016-11-03 02:00:00,5.821
902,2016-11-03 02:15:00,5.821
903,2016-11-03 02:30:00,5.796
904,2016-11-03 02:45:00,5.77
905,2016-11-03 03:00:00,5.745
906,2016-11-03 03:15:00,5.719
907,2016-11-03 03:30:00,5.693
908,2016-11-03 03:45:00,5.668
909,2016-11-03 04:00:00,5.642
910,2016-11-03 04:15:00,5.616
911,2016-11-03 04:30:00,5.591
912,2016-11-03 04:45:00,5.565
913,2016-11-03 05:00:00,5.539
914,2016-11-03 05:15:00,5.514
915,2016-11-03 05:30:00,5.488
916,2016-11-03 05:45:00,5.462
917,2016-11-03 06:00:00,5.437
918,2016-11-03 06:15:00,5.411
919,2016-11-03 06:30:00,5.385
920,2016-11-03 06:45:00,5.36
921,2016-11-03 07:00:00,5.334
922,2016-11-03 07:15:00,5.308
923,2016-11-03 07:30:00,5.257
924,2016-11-03 07:45:00,5.205
925,2016-11-03 08:00:00,5.205
926,2016-11-03 08:15:00,5.154
927,2016-11-03 08:30:00,5.154
928,2016-11-03 08:45:00,5.154
929,2016-11-03 09:00:00,5.128
930,2016-11-03 09:15:00,5.102
931,2016-11-03 09:30:00,5.076
932,2016-11-03 09:45:00,5.076
933,2016-11-03 10:00:00,5.05
934,2016-11-03 10:15:00,5.024
935,2016-11-03 10:30:00,5.024
936,2016-11-03 10:45:00,5.076
937,2016-11-03 11:00:00,5.102
938,2016-11-03 11:15:00,5.128
939,2016-11-03 11:30:00,5.205
940,2016-11-03 11:45:00,5.231
941,2016-11-03 12:00:00,5.282
942,2016-11-03 12:15:00,5.308
943,2016-11-03 12:30:00,5.36
944,2016-11-03 12:45:00,5.411
945,2016-11-03 13:00:00,5.437
946,2016-11-03 13:15:00,5.488
947,2016-11-03 13:30:00,5.514
948,2016-11-03 13:45:00,5.565
949,2016-11-03 14:00:00,5.616
950,2016-11-03 14:15:00,5.642
951,2016-11-03 14:30:00,5.693
952,2016-11-03 14:45:00,5.719
953,2016-11-03 15:00:00,5.745
954,2016-11-03 15:15:00,5.77
955,2016-11-03 15:30:00,5.821
956,2016-11-03 15:45:00,5.872
957,2016-11-03 16:00:00,5.924
958,2016-11-03 16:15:00,5.975
959,2016-11-03 16:30:00,5.949
960,2016-11-03 16:45:00,5.975
961,2016-11-03 17:00:00,6
962,2016-11-03 17:15:00,6
963,2016-11-03 17:30:00,6.026
964,2016-11-03 17:45:00,6
965,2016-11-03 18:00:00,6.026
966,2016-11-03 18:15:00,6.026
967,2016-11-03 18:30:00,6.026
968,2016-11-03 18:45:00,6.026
969,2016-11-03 19:00:00,6
970,2016-11-03 19:15:00,5.975
971,2016-11-03 19:30:00,5.949
972,2016-11-03 19:45:00,5.949
973,2016-11-03 20:00:00,5.924
974,2016-11-03 20:15:00,5.924
975,2016-11-03 20:30:00,5.898
976,2016-11-03 20:45:00,5.898
977,2016-11-03 21:00:00,5.898
978,2016-11-03 21:15:00,5.898
979,2016-11-03 21:30:00,5.898
980,2016-11-03 21:45:00,5.898
981,2016-11-03 22:00:00,5.898
982,2016-11-03 22:15:00,5.872
983,2016-11-03 22:30:00,5.898
984,2016-11-03 22:45:00,5.898
985,2016-11-03 23:00:00,5.872
986,2016-11-03 23:15:00,5.872
987,2016-11-03 23:30:00,5.872
988,2016-11-03 23:45:00,5.847
989,2016-11-04 00:00:00,5.796
990,2016-11-04 00:15:00,5.821
991,2016-11-04 00:30:00,5.821
992,2016-11-04 00:45:00,5.796
993,2016-11-04 01:00:00,5.77
994,2016-11-04 01:15:00,5.745
995,2016-11-04 01:30:00,5.719
996,2016-11-04 01:45:00,5.668
997,2016-11-04 02:00:00,5.642
998,2016-11-04 02:15:00,5.616
999,2016-11-04 02:30:00,5.616
1000,2016-11-04 02:45:00,5.616
1001,2016-11-04 03:00:00,5.565
1002,2016-11-04 03:15:00,5.539
1003,2016-11-04 03:30:00,5.539
1004,2016-11-04 03:45:00,5.539
1005,2016-11-04 04:00:00,5.514
1006,2016-11-04 04:15:00,5.488
1007,2016-11-04 04:30:00,5.462
1008,2016-11-04 04:45:00,5.462
1009,2016-11-04 05:00:00,5.437
1010,2016-11-04 05:15:00,5.385
1011,2016-11-04 05:30:00,5.385
1012,2016-11-04 05:45:00,5.36
1013,2016-11-04 06:00:00,5.334
1014,2016-11-04 06:15:00,5.308
1015,2016-11-04 06:30:00,5.308
1016,2016-11-04 06:45:00,5.282
1017,2016-11-04 07:00:00,5.257
1018,2016-11-04 07:15:00,5.257
1019,2016-11-04 07:30:00,5.231
1020,2016-11-04 07:45:00,5.205
1021,2016-11-04 08:00:00,5.205
1022,2016-11-04 08:15:00,5.154
1023,2016-11-04 08:30:00,5.154
1024,2016-11-04 08:45:00,5.154
1025,2016-11-04 09:00:00,5.154
1026,2016-11-04 09:15:00,5.128
1027,2016-11-04 09:30:00,5.128
1028,2016-11-04 09:45:00,5.128
1029,2016-11-04 10:00:00,5.128
1030,2016-11-04 10:15:00,5.128
1031,2016-11-04 10:30:00,5.102
1032,2016-11-04 10:45:00,5.128
1033,2016-11-04 11:00:00,5.154
1034,2016-11-04 11:15:00,5.205
1035,2016-11-04 11:30:00,5.205
1036,2016-11-04 11:45:00,5.257
1037,2016-11-04 12:00:00,5.282
1038,2016-11-04 12:15:00,5.308
1039,2016-11-04 12:30:00,5.36
1040,2016-11-04 12:45:00,5.411
1041,2016-11-04 13:00:00,5.437
1042,2016-11-04 13:15:00,5.462
1043,2016-11-04 13:30:00,5.514
1044,2016-11-04 13:45:00,5.539
1045,2016-11-04 14:00:00,5.591
1046,2016-11-04 14:15:00,5.616
1047,2016-11-04 14:30:00,5.77
1048,2016-11-04 14:45:00,5.821
1049,2016-11-04 15:00:00,5.821
1050,2016-11-04 15:15:00,5.847
1051,2016-11-04 15:30:00,5.898
1052,2016-11-04 15:45:00,5.949
1053,2016-11-04 16:00:00,5.975
1054,2016-11-04 16:15:00,6.026
1055,2016-11-04 16:30:00,6.077
1056,2016-11-04 16:45:00,6.128
1057,2016-11-04 17:00:00,6.102
1058,2016-11-04 17:15:00,6.128
1059,2016-11-04 17:30:00,6.128
1060,2016-11-04 17:45:00,6.102
1061,2016-11-04 18:00:00,6.102
1062,2016-11-04 18:15:00,6.128
1063,2016-11-04 18:30:00,6.128
1064,2016-11-04 18:45:00,6.128
1065,2016-11-04 19:00:00,6.102
1066,2016-11-04 19:15:00,6.077
1067,2016-11-04 19:30:00,6.077
1068,2016-11-04 19:45:00,6.077
1069,2016-11-04 20:00:00,6.102
1070,2016-11-04 20:15:00,6.102
1071,2016-11-04 20:30:00,6.077
1072,2016-11-04 20:45:00,6.077
1073,2016-11-04 21:00:00,6.077
1074,2016-11-04 21:15:00,6.077
1075,2016-11-04 21:30:00,6.077
1076,2016-11-04 21:45:00,6.102
1077,2016-11-04 22:00:00,6.102
1078,2016-11-04 22:15:00,6.102
1079,2016-11-04 22:30:00,6.102
1080,2016-11-04 22:45:00,6.102
1081,2016-11-04 23:00:00,6.102
1082,2016-11-04 23:15:00,6.077
1083,2016-11-04 23:30:00,6.077
1084,2016-11-04 23:45:00,6.077
1085,2016-11-05 00:00:00,6.077
1086,2016-11-05 00:15:00,6.077
1087,2016-11-05 00:30:00,6.077
1088,2016-11-05 00:45:00,6.051
1089,2016-11-05 01:00:00,6.051
1090,2016-11-05 01:15:00,6.051
1091,2016-11-05 01:30:00,6.026
1092,2016-11-05 01:45:00,6.026
1093,2016-11-05 02:00:00,5.975
1094,2016-11-05 02:15:00,5.975
1095,2016-11-05 02:30:00,5.924
1096,2016-11-05 02:45:00,5.924
1097,2016-11-05 03:00:00,5.924
1098,2016-11-05 03:15:00,5.924
1099,2016-11-05 03:30:00,5.898
1100,2016-11-05 03:45:00,5.872
1101,2016-11-05 04:00:00,5.872
1102,2016-11-05 04:15:00,5.821
1103,2016-11-05 04:30:00,5.821
1104,2016-11-05 04:45:00,5.796
1105,2016-11-05 05:00:00,5.77
1106,2016-11-05 05:15:00,5.77
1107,2016-11-05 05:30:00,5.745
1108,2016-11-05 05:45:00,5.745
1109,2016-11-05 06:00:00,5.719
1110,2016-11-05 06:15:00,5.668
1111,2016-11-05 06:30:00,5.668
1112,2016-11-05 06:45:00,5.668
1113,2016-11-05 07:00:00,5.642
1114,2016-11-05 07:15:00,5.616
1115,2016-11-05 07:30:00,5.616
1116,2016-11-05 07:45:00,5.591
1117,2016-11-05 08:00:00,5.591
1118,2016-11-05 08:15:00,5.565
1119,2016-11-05 08:30:00,5.565
1120,2016-11-05 08:45:00,5.539
1121,2016-11-05 09:00:00,5.539
1122,2016-11-05 09:15:00,5.514
1123,2016-11-05 09:30:00,5.514
1124,2016-11-05 09:45:00,5.514
1125,2016-11-05 10:00:00,5.514
1126,2016-11-05 10:15:00,5.514
1127,2016-11-05 10:30:00,5.514
1128,2016-11-05 10:45:00,5.565
1129,2016-11-05 11:00:00,5.591
1130,2016-11-05 11:15:00,5.616
1131,2016-11-05 11:30:00,5.642
1132,2016-11-05 11:45:00,5.668
1133,2016-11-05 12:00:00,5.719
1134,2016-11-05 12:15:00,5.745
1135,2016-11-05 12:30:00,5.77
1136,2016-11-05 12:45:00,5.821
1137,2016-11-05 13:00:00,5.847
1138,2016-11-05 13:15:00,5.898
1139,2016-11-05 13:30:00,5.924
1140,2016-11-05 13:45:00,5.949
1141,2016-11-05 14:00:00,6
1142,2016-11-05 14:15:00,6.026
1143,2016-11-05 14:30:00,6.102
1144,2016-11-05 14:45:00,6.153
1145,2016-11-05 15:00:00,6.23
1146,2016-11-05 15:15:00,6.281
1147,2016-11-05 15:30:00,6.281
1148,2016-11-05 15:45:00,6.306
1149,2016-11-05 16:00:00,6.357
1150,2016-11-05 16:15:00,6.433
1151,2016-11-05 16:30:00,6.433
1152,2016-11-05 16:45:00,6.433
1153,2016-11-05 17:00:00,6.433
1154,2016-11-05 17:15:00,6.433
1155,2016-11-05 17:30:00,6.433
1156,2016-11-05 17:45:00,6.433
1157,2016-11-05 18:00:00,6.433
1158,2016-11-05 18:15:00,6.433
1159,2016-11-05 18:30:00,6.433
1160,2016-11-05 18:45:00,6.433
1161,2016-11-05 19:00:00,6.382
1162,2016-11-05 19:15:00,6.382
1163,2016-11-05 19:30:00,6.357
1164,2016-11-05 19:45:00,6.382
1165,2016-11-05 20:00:00,6.357
1166,2016-11-05 20:15:00,6.357
1167,2016-11-05 20:30:00,6.331
1168,2016-11-05 20:45:00,6.331
1169,2016-11-05 21:00:00,6.306
1170,2016-11-05 21:15:00,6.281
1171,2016-11-05 21:30:00,6.281
1172,2016-11-05 21:45:00,6.281
1173,2016-11-05 22:00:00,6.281
1174,2016-11-05 22:15:00,6.281
1175,2016-11-05 22:30:00,6.281
1176,2016-11-05 22:45:00,6.281
1177,2016-11-05 23:00:00,6.306
1178,2016-11-05 23:15:00,6.306
1179,2016-11-05 23:30:00,6.306
1180,2016-11-05 23:45:00,6.331
1181,2016-11-06 00:00:00,6.331
1182,2016-11-06 00:15:00,6.306
1183,2016-11-06 00:30:00,6.306
1184,2016-11-06 00:45:00,6.306
1185,2016-11-06 01:00:00,6.281
1186,2016-11-06 01:15:00,6.281
1187,2016-11-06 01:30:00,6.281
1188,2016-11-06 01:45:00,6.255
1189,2016-11-06 02:00:00,6.23
1190,2016-11-06 02:15:00,6.23
1191,2016-11-06 02:30:00,6.204
1192,2016-11-06 02:45:00,6.179
1193,2016-11-06 03:00:00,6.153
1194,2016-11-06 03:15:00,6.128
1195,2016-11-06 03:30:00,6.102
1196,2016-11-06 03:45:00,6.077
1197,2016-11-06 04:00:00,6.077
1198,2016-11-06 04:15:00,6.026
1199,2016-11-06 04:30:00,6.026
1200,2016-11-06 04:45:00,5.975
1201,2016-11-06 05:00:00,5.975
1202,2016-11-06 05:15:00,5.949
1203,2016-11-06 05:30:00,5.924
1204,2016-11-06 05:45:00,5.898
1205,2016-11-06 06:00:00,5.872
1206,2016-11-06 06:15:00,5.847
1207,2016-11-06 06:30:00,5.821
1208,2016-11-06 06:45:00,5.821
1209,2016-11-06 07:00:00,5.796
1210,2016-11-06 07:15:00,5.77
1211,2016-11-06 07:30:00,5.77
1212,2016-11-06 07:45:00,5.745
1213,2016-11-06 08:00:00,5.719
1214,2016-11-06 08:15:00,5.719
1215,2016-11-06 08:30:00,5.719
1216,2016-11-06 08:45:00,5.693
1217,2016-11-06 09:00:00,5.668
1218,2016-11-06 09:15:00,5.668
1219,2016-11-06 09:30:00,5.642
1220,2016-11-06 09:45:00,5.642
1221,2016-11-06 10:00:00,5.642
1222,2016-11-06 10:15:00,5.642
1223,2016-11-06 10:30:00,5.668
1224,2016-11-06 10:45:00,5.668
1225,2016-11-06 11:00:00,5.693
1226,2016-11-06 11:15:00,5.719
1227,2016-11-06 11:30:00,5.77
1228,2016-11-06 11:45:00,5.796
1229,2016-11-06 12:00:00,5.821
1230,2016-11-06 12:15:00,5.872
1231,2016-11-06 12:30:00,5.924
1232,2016-11-06 12:45:00,5.949
1233,2016-11-06 13:00:00,6
1234,2016-11-06 13:15:00,6.026
1235,2016-11-06 13:30:00,6.077
1236,2016-11-06 13:45:00,6.102
1237,2016-11-06 14:00:00,6.128
1238,2016-11-06 14:15:00,6.179
1239,2016-11-06 14:30:00,6.23
1240,2016-11-06 14:45:00,6.281
1241,2016-11-06 15:00:00,6.331
1242,2016-11-06 15:15:00,6.357
1243,2016-11-06 15:30:00,6.382
1244,2016-11-06 15:45:00,6.408
1245,2016-11-06 16:00:00,6.408
1246,2016-11-06 16:15:00,6.433
1247,2016-11-06 16:30:00,6.433
1248,2016-11-06 16:45:00,6.509
1249,2016-11-06 17:00:00,6.535
1250,2016-11-06 17:15:00,6.56
1251,2016-11-06 17:30:00,6.585
1252,2016-11-06 17:45:00,6.636
1253,2016-11-06 18:00:00,6.661
1254,2016-11-06 18:15:00,6.661
1255,2016-11-06 18:30:00,6.636
1256,2016-11-06 18:45:00,6.636
1257,2016-11-06 19:00:00,6.611
1258,2016-11-06 19:15:00,6.611
1259,2016-11-06 19:30:00,6.585
1260,2016-11-06 19:45:00,6.585
1261,2016-11-06 20:00:00,6.585
1262,2016-11-06 20:15:00,6.585
1263,2016-11-06 20:30:00,6.611
1264,2016-11-06 20:45:00,6.636
1265,2016-11-06 21:00:00,6.636
1266,2016-11-06 21:15:00,6.636
1267,2016-11-06 21:30:00,6.636
1268,2016-11-06 21:45:00,6.636
1269,2016-11-06 22:00:00,6.636
1270,2016-11-06 22:15:00,6.636
1271,2016-11-06 22:30:00,6.636
1272,2016-11-06 22:45:00,6.636
1273,2016-11-06 23:00:00,6.636
1274,2016-11-06 23:15:00,6.661
1275,2016-11-06 23:30:00,6.636
1276,2016-11-06 23:45:00,6.636
1277,2016-11-07 00:00:00,6.636
1278,2016-11-07 00:15:00,6.636
1279,2016-11-07 00:30:00,6.636
1280,2016-11-07 00:45:00,6.636
1281,2016-11-07 01:00:00,6.611
1282,2016-11-07 01:15:00,6.585
1283,2016-11-07 01:30:00,6.585
1284,2016-11-07 01:45:00,6.56
1285,2016-11-07 02:00:00,6.535
1286,2016-11-07 02:15:00,6.535
1287,2016-11-07 02:30:00,6.535
1288,2016-11-07 02:45:00,6.484
1289,2016-11-07 03:00:00,6.458
1290,2016-11-07 03:15:00,6.433
1291,2016-11-07 03:30:00,6.433
1292,2016-11-07 03:45:00,6.408
1293,2016-11-07 04:00:00,6.382
1294,2016-11-07 04:15:00,6.357
1295,2016-11-07 04:30:00,6.331
1296,2016-11-07 04:45:00,6.331
1297,2016-11-07 05:00:00,6.306
1298,2016-11-07 05:15:00,6.281
1299,2016-11-07 05:30:00,6.23
1300,2016-11-07 05:45:00,6.23
1301,2016-11-07 06:00:00,6.204
1302,2016-11-07 06:15:00,6.179
1303,2016-11-07 06:30:00,6.153
1304,2016-11-07 06:45:00,6.128
1305,2016-11-07 07:00:00,6.102
1306,2016-11-07 07:15:00,6.077
1307,2016-11-07 07:30:00,6.077
1308,2016-11-07 07:45:00,6.051
1309,2016-11-07 08:00:00,6.026
1310,2016-11-07 08:15:00,5.975
1311,2016-11-07 08:30:00,5.949
1312,2016-11-07 08:45:00,5.949
1313,2016-11-07 09:00:00,5.924
1314,2016-11-07 09:15:00,5.898
1315,2016-11-07 09:30:00,5.872
1316,2016-11-07 09:45:00,5.872
1317,2016-11-07 10:00:00,5.847
1318,2016-11-07 10:15:00,5.847
1319,2016-11-07 10:30:00,5.821
1320,2016-11-07 10:45:00,5.796
1321,2016-11-07 11:00:00,5.847
1322,2016-11-07 11:15:00,5.872
1323,2016-11-07 11:30:00,5.924
1324,2016-11-07 11:45:00,5.975
1325,2016-11-07 12:00:00,6
1326,2016-11-07 12:15:00,6.026
1327,2016-11-07 12:30:00,6.026
1328,2016-11-07 12:45:00,6.051
1329,2016-11-07 13:00:00,6.077
1330,2016-11-07 13:15:00,6.128
1331,2016-11-07 13:30:00,6.153
1332,2016-11-07 13:45:00,6.179
1333,2016-11-07 14:00:00,6.23
1334,2016-11-07 14:15:00,6.255
1335,2016-11-07 14:30:00,6.331
1336,2016-11-07 14:45:00,6.382
1337,2016-11-07 15:00:00,6.433
1338,2016-11-07 15:15:00,6.458
1339,2016-11-07 15:30:00,6.484
1340,2016-11-07 15:45:00,6.56
1341,2016-11-07 16:00:00,6.56
1342,2016-11-07 16:15:00,6.585
1343,2016-11-07 16:30:00,6.585
1344,2016-11-07 16:45:00,6.585
1345,2016-11-07 17:00:00,6.585
1346,2016-11-07 17:15:00,6.585
1347,2016-11-07 17:30:00,6.611
1348,2016-11-07 17:45:00,6.585
1349,2016-11-07 18:00:00,6.585
1350,2016-11-07 18:15:00,6.585
1351,2016-11-07 18:30:00,6.636
1352,2016-11-07 18:45:00,6.585
1353,2016-11-07 19:00:00,6.56
1354,2016-11-07 19:15:00,6.535
1355,2016-11-07 19:30:00,6.509
1356,2016-11-07 19:45:00,6.484
1357,2016-11-07 20:00:00,6.535
1358,2016-11-07 20:15:00,6.535
1359,2016-11-07 20:30:00,6.484
1360,2016-11-07 20:45:00,6.458
1361,2016-11-07 21:00:00,6.433
1362,2016-11-07 21:15:00,6.433
1363,2016-11-07 21:30:00,6.408
1364,2016-11-07 21:45:00,6.382
1365,2016-11-07 22:00:00,6.382
1366,2016-11-07 22:15:00,6.382
1367,2016-11-07 22:30:00,6.382
1368,2016-11-07 22:45:00,6.382
1369,2016-11-07 23:00:00,6.382
1370,2016-11-07 23:15:00,6.382
1371,2016-11-07 23:30:00,6.408
1372,2016-11-07 23:45:00,6.408
1373,2016-11-08 00:00:00,6.382
1374,2016-11-08 00:15:00,6.382
1375,2016-11-08 00:30:00,6.357
1376,2016-11-08 00:45:00,6.357
1377,2016-11-08 01:00:00,6.331
1378,2016-11-08 01:15:00,6.331
1379,2016-11-08 01:30:00,6.306
1380,2016-11-08 01:45:00,6.281
1381,2016-11-08 02:00:00,6.255
1382,2016-11-08 02:15:00,6.255
1383,2016-11-08 02:30:00,6.23
1384,2016-11-08 02:45:00,6.204
1385,2016-11-08 03:00:00,6.179
1386,2016-11-08 03:15:00,6.179
1387,2016-11-08 03:30:00,6.153
1388,2016-11-08 03:45:00,6.128
1389,2016-11-08 04:00:00,6.128
1390,2016-11-08 04:15:00,6.102
1391,2016-11-08 04:30:00,6.077
1392,2016-11-08 04:45:00,6.051
1393,2016-11-08 05:00:00,6.026
1394,2016-11-08 05:15:00,6
1395,2016-11-08 05:30:00,5.975
1396,2016-11-08 05:45:00,5.949
1397,2016-11-08 06:00:00,5.924
1398,2016-11-08 06:15:00,5.924
1399,2016-11-08 06:30:00,5.898
1400,2016-11-08 06:45:00,5.872
1401,2016-11-08 07:00:00,5.847
1402,2016-11-08 07:15:00,5.821
1403,2016-11-08 07:30:00,5.821
1404,2016-11-08 07:45:00,5.796
1405,2016-11-08 08:00:00,5.77
1406,2016-11-08 08:15:00,5.745
1407,2016-11-08 08:30:00,5.719
1408,2016-11-08 08:45:00,5.719
1409,2016-11-08 09:00:00,5.693
1410,2016-11-08 09:15:00,5.693
1411,2016-11-08 09:30:00,5.668
1412,2016-11-08 09:45:00,5.668
1413,2016-11-08 10:00:00,5.642
1414,2016-11-08 10:15:00,5.642
1415,2016-11-08 10:30:00,5.642
1416,2016-11-08 10:45:00,5.642
1417,2016-11-08 11:00:00,5.668
1418,2016-11-08 11:15:00,5.719
1419,2016-11-08 11:30:00,5.745
1420,2016-11-08 11:45:00,5.796
1421,2016-11-08 12:00:00,5.821
1422,2016-11-08 12:15:00,5.872
1423,2016-11-08 12:30:00,5.872
1424,2016-11-08 12:45:00,5.924
1425,2016-11-08 13:00:00,5.924
1426,2016-11-08 13:15:00,5.949
1427,2016-11-08 13:30:00,6
1428,2016-11-08 13:45:00,6.026
1429,2016-11-08 14:00:00,6.102
1430,2016-11-08 14:15:00,6.153
1431,2016-11-08 14:30:00,6.204
1432,2016-11-08 14:45:00,6.281
1433,2016-11-08 15:00:00,6.281
1434,2016-11-08 15:15:00,6.331
1435,2016-11-08 15:30:00,6.357
1436,2016-11-08 15:45:00,6.433
1437,2016-11-08 16:00:00,6.433
1438,2016-11-08 16:15:00,6.458
1439,2016-11-08 16:30:00,6.509
1440,2016-11-08 16:45:00,6.509
1441,2016-11-08 17:00:00,6.535
1442,2016-11-08 17:15:00,6.56
1443,2016-11-08 17:30:00,6.535
1444,2016-11-08 17:45:00,6.535
1445,2016-11-08 18:00:00,6.535
1446,2016-11-08 18:15:00,6.535
1447,2016-11-08 18:30:00,6.509
1448,2016-11-08 18:45:00,6.509
1449,2016-11-08 19:00:00,6.484
1450,2016-11-08 19:15:00,6.433
1451,2016-11-08 19:30:00,6.433
1452,2016-11-08 19:45:00,6.433
1453,2016-11-08 20:00:00,6.433
1454,2016-11-08 20:15:00,6.433
1455,2016-11-08 20:30:00,6.382
1456,2016-11-08 20:45:00,6.357
1457,2016-11-08 21:00:00,6.331
1458,2016-11-08 21:15:00,6.331
1459,2016-11-08 21:30:00,6.331
1460,2016-11-08 21:45:00,6.331
1461,2016-11-08 22:00:00,6.331
1462,2016-11-08 22:15:00,6.331
